quan,dien_tich_dat_m2,dien_tich_su_dung_m2,phong_ngu,nha_tam,gia
12,120.0,21.0,3.0,3.0,6.75
12,90.0,340.0,3.0,4.0,6.5
12,110.0,110.0,8.0,9.0,17.0
12,51.0,110.0,4.0,3.0,4.98
12,110.0,340.0,8.0,9.0,17.0
12,58.0,66.0,1.0,1.0,2.4
12,75.0,75.0,3.0,2.0,3.37
12,48.0,48.0,2.0,2.0,2.85
12,90.0,90.0,3.0,2.0,7.9
12,42.0,42.0,3.0,3.0,4.19
12,80.0,320.0,4.0,6.0,7.3
12,110.0,400.0,7.0,9.0,17.0
12,110.0,109.0,6.0,4.0,17.0
12,110.0,110.0,8.0,9.0,17.0
12,112.8,73.8,3.0,3.0,6.0
12,30.0,90.0,2.0,3.0,1.78
12,50.0,200.0,4.0,5.0,5.9
12,52.0,90.0,2.0,2.0,4.39
12,42.0,77.3,2.0,2.0,4.38
12,130.0,130.0,8.0,8.0,7.29
12,55.0,165.0,4.0,4.0,5.79
12,50.7,154.0,4.0,3.0,2.79
12,138.0,457.0,4.0,4.0,11.5
12,68.0,136.0,2.0,2.0,5.4
12,35.0,60.0,2.0,2.0,0.799
12,90.0,120.0,2.0,2.0,6.199
12,147.0,280.0,7.0,7.0,9.8
12,100.0,100.0,1.0,1.0,11.8
12,102.0,99.0,12.0,12.0,9.3
12,91.0,129.0,3.0,2.0,4.3
12,55.0,54.0,4.0,4.0,6.0
12,63.0,63.0,4.0,4.0,5.9
12,68.0,68.0,4.0,4.0,5.5
12,136.0,426.0,6.0,7.0,18.0
12,30.0,60.0,2.0,1.0,1.849
12,30.0,60.0,2.0,2.0,1.85
12,75.0,120.0,3.0,3.0,5.85
12,64.0,200.0,4.0,4.0,6.85
12,30.0,59.0,2.0,2.0,1.849
12,30.0,60.0,2.0,2.0,1.85
12,30.0,60.0,2.0,2.0,1.85
12,99.0,180.0,3.0,4.0,6.6
12,56.0,100.0,2.0,2.0,3.8
12,100.0,100.0,4.0,5.0,8.0
12,20.0,33.0,2.0,2.0,1.55
12,160.0,160.0,10.0,10.0,8.3
12,84.0,84.0,2.0,2.0,4.8
12,38.0,70.0,1.0,2.0,3.8
12,60.0,60.0,4.0,5.0,4.1
12,80.0,80.0,4.0,5.0,4.3
12,80.0,80.0,4.0,5.0,4.1
12,100.0,100.0,2.0,2.0,5.1
12,56.0,112.0,3.0,3.0,4.399
12,150.0,220.0,3.0,3.0,10.3
12,375.0,1500.0,30.0,32.0,48.0
12,216.0,439.0,8.0,6.0,18.0
12,60.0,200.0,7.0,6.0,6.45
12,65.2,65.2,2.0,2.0,4.6
12,44.0,80.0,3.0,3.0,2.15
12,65.2,211.0,4.0,5.0,6.05
12,108.0,108.0,4.0,5.0,5.8
12,113.4,113.4,2.0,1.0,11.8
12,94.0,94.0,4.0,4.0,4.7
12,84.0,330.0,4.0,5.0,7.1
12,450.0,450.0,2.0,2.0,37.0
12,4500.0,4500.0,1.0,1.0,49.0
12,450.0,450.0,2.0,2.0,37.0
12,4082.0,4082.0,1.0,1.0,139.999
12,1700.0,1700.0,1.0,1.0,59.0
12,1000.0,1000.0,1.0,1.0,45.0
12,300.0,500.0,3.0,3.0,26.0
12,51.8,51.8,4.0,3.0,2.15
12,64.2,64.2,4.0,4.0,1.95
12,53.0,53.0,4.0,4.0,3.15
12,40.0,60.0,2.0,2.0,3.75
12,100.0,100.0,10.0,10.0,6.0
12,75.0,75.0,2.0,2.0,6.3
12,127.0,127.0,3.0,2.0,12.5
12,61.2,61.2,1.0,1.0,2.15
12,130.0,130.0,3.0,2.0,8.1
12,133.0,550.0,25.0,26.0,17.0
12,138.0,126.0,4.0,5.0,14.9
12,120.0,120.0,4.0,5.0,4.8
12,100.0,100.0,4.0,5.0,3.2
12,90.0,90.0,3.0,3.0,3.7
12,75.0,75.0,4.0,3.0,2.9
12,80.0,80.0,3.0,3.0,2.3
Bình Tân,47.0,76.0,2.0,2.0,3.95
Bình Tân,44.0,176.0,4.0,3.0,5.2
Bình Tân,48.0,96.0,3.0,2.0,3.35
Bình Tân,200.0,200.0,6.0,7.0,15.0
Bình Tân,190.0,190.0,4.0,6.0,17.5
Bình Tân,365.0,365.0,1.0,1.0,70.0
Bình Tân,40.0,40.0,4.0,3.0,4.95
Bình Tân,76.0,76.0,3.0,2.0,6.4
Bình Tân,60.0,60.0,4.0,4.0,9.7
Bình Tân,56.0,56.0,4.0,4.0,8.5
Bình Tân,150.0,150.0,2.0,1.0,8.7
Bình Tân,69.0,69.0,5.0,5.0,9.0
Bình Tân,56.0,56.0,2.0,2.0,5.8
Bình Tân,56.0,56.0,4.0,3.0,5.9
Bình Tân,56.0,56.0,2.0,2.0,5.4
Bình Tân,58.0,58.0,5.0,5.0,7.6
Bình Tân,80.0,80.0,2.0,1.0,5.8
Bình Tân,64.0,62.0,4.0,4.0,7.8
Bình Tân,66.0,66.0,5.0,5.0,8.2
Bình Tân,88.0,88.0,2.0,2.0,11.0
Bình Tân,60.0,60.0,5.0,5.0,7.0
Bình Tân,150.0,150.0,2.0,1.0,8.7
Bình Tân,100.0,100.0,2.0,1.0,6.6
Bình Tân,65.0,65.0,1.0,1.0,5.65
Bình Tân,60.0,60.0,3.0,2.0,5.8
Bình Tân,56.0,56.0,2.0,2.0,5.85
Bình Tân,108.0,108.0,2.0,2.0,10.5
Bình Tân,67.0,67.0,4.0,4.0,6.6
Bình Tân,72.0,72.0,4.0,4.0,8.3
Bình Tân,48.0,48.0,1.0,1.0,5.5
Bình Tân,64.0,64.0,4.0,4.0,7.1
Bình Tân,93.0,93.0,3.0,3.0,15.5
Bình Tân,44.0,44.0,4.0,3.0,6.0
Bình Tân,96.0,96.0,2.0,1.0,7.98
Bình Tân,68.0,68.0,4.0,5.0,7.9
Bình Tân,72.0,72.0,5.0,5.0,9.5
Bình Tân,57.0,57.0,4.0,3.0,5.95
Bình Tân,56.0,56.0,4.0,3.0,7.2
Bình Tân,56.0,56.0,3.0,3.0,5.949
Bình Tân,56.0,56.0,4.0,4.0,6.7
Bình Tân,150.0,92.0,2.0,2.0,12.0
Bình Tân,45.0,45.0,3.0,3.0,5.2
Bình Tân,48.0,48.0,3.0,3.0,5.1
Bình Tân,48.0,48.0,4.0,3.0,4.9
Bình Tân,112.0,112.0,2.0,1.0,5.8
Bình Tân,52.0,52.0,2.0,2.0,3.75
Bình Tân,80.0,80.0,4.0,4.0,8.25
Bình Tân,60.0,60.0,5.0,4.0,7.5
Bình Tân,64.0,64.0,4.0,3.0,7.4
Bình Tân,125.0,150.0,2.0,2.0,9.5
Bình Tân,30.0,50.0,2.0,2.0,1.75
Bình Tân,164.2,610.2,40.0,40.0,20.8
Bình Tân,30.0,50.0,2.0,2.0,1.85
Bình Tân,64.0,64.0,2.0,2.0,2.8
Bình Tân,184.0,228.0,4.0,5.0,25.5
Bình Tân,72.0,280.0,4.0,5.0,7.6
Bình Tân,48.0,90.0,2.0,2.0,3.55
Bình Tân,48.0,90.0,2.0,2.0,3.89
Bình Tân,60.0,240.0,4.0,4.0,8.5
Bình Tân,72.0,280.0,4.0,5.0,7.6
Bình Tân,72.0,280.0,5.0,5.0,5.6
Bình Tân,36.0,70.0,2.0,2.0,2.98
Bình Tân,48.0,110.0,3.0,2.0,3.85
Bình Tân,68.0,120.0,3.0,2.0,4.85
Bình Tân,90.0,220.0,4.0,5.0,11.6
Bình Tân,90.0,250.0,4.0,5.0,11.2
Bình Tân,80.0,80.0,1.0,1.0,11.2
Bình Tân,160.0,460.0,10.0,11.0,24.0
Bình Tân,58.0,205.0,4.0,5.0,10.2
Bình Tân,48.0,94.0,3.0,2.0,7.3
Bình Tân,92.0,250.0,4.0,4.0,9.0
Bình Tân,72.0,120.0,3.0,4.0,8.5
Bình Tân,90.0,265.0,4.0,3.0,12.5
Bình Tân,102.0,220.0,5.0,4.0,14.5
Bình Tân,190.0,350.0,4.0,4.0,24.0
Bình Tân,100.0,285.0,4.0,5.0,14.5
Bình Tân,58.0,195.0,4.0,4.0,7.0
Bình Tân,71.0,210.0,4.0,5.0,7.9
Bình Tân,80.0,230.0,5.0,5.0,11.7
Bình Tân,200.0,350.0,4.0,5.0,23.0
Bình Tân,48.0,180.0,4.0,3.0,7.5
Bình Tân,80.0,220.0,4.0,4.0,10.0
Bình Tân,80.0,170.0,4.0,5.0,13.0
Bình Tân,200.0,400.0,5.0,5.0,26.8
Bình Tân,50.0,141.0,4.0,3.0,8.0
Bình Tân,84.0,155.0,3.0,3.0,9.4
Bình Tân,120.0,335.0,5.0,6.0,27.0
Bình Tân,86.0,230.0,4.0,5.0,12.3
Bình Tân,100.0,270.0,4.0,5.0,13.5
Bình Tân,168.0,200.0,4.0,4.0,23.9
Bình Tân,85.0,250.0,3.0,3.0,8.8
Bình Tân,64.0,180.0,4.0,3.0,11.5
Bình Tân,100.0,280.0,4.0,4.0,11.9
Bình Tân,80.0,240.0,4.0,5.0,10.6
Bình Tân,126.0,310.0,6.0,7.0,32.0
Bình Tân,95.0,240.0,4.0,5.0,13.0
Bình Tân,59.0,160.0,4.0,3.0,5.5
Bình Tân,31.0,50.0,2.0,1.0,2.5
Bình Tân,79.9,79.9,1.0,1.0,6.6
Bình Tân,70.0,70.0,1.0,1.0,4.7
Bình Tân,30.0,60.0,2.0,2.0,2.9
Bình Tân,19.0,96.0,3.0,4.0,2.95
Bình Tân,63.0,110.0,5.0,3.0,4.7
Bình Tân,54.0,185.0,4.0,5.0,5.6
Bình Tân,100.0,100.0,2.0,2.0,5.5
Bình Tân,85.0,240.0,3.0,4.0,6.9
Bình Tân,65.0,79.0,3.0,2.0,4.086
Bình Tân,32.0,69.0,3.0,2.0,3.747
Bình Tân,48.0,96.0,3.0,2.0,3.344
Bình Tân,19.0,39.0,2.0,3.0,2.899
Bình Tân,48.0,48.0,3.0,3.0,3.179
Bình Tân,18.0,41.6,2.0,3.0,3.499
Bình Tân,56.0,57.0,1.0,1.0,3.3
Bình Tân,76.0,239.0,6.0,6.0,7.744
Bình Tân,49.0,53.0,3.0,2.0,4.444
Bình Tân,48.0,79.0,2.0,2.0,4.499
Bình Tân,40.0,79.0,2.0,2.0,4.899
Bình Tân,27.0,39.0,1.0,1.0,3.15
Bình Tân,63.0,99.0,2.0,3.0,5.399
Bình Tân,67.0,107.0,4.0,3.0,4.989
Bình Tân,48.0,76.0,4.0,2.0,4.55
Bình Tân,56.0,99.0,3.0,3.0,4.499
Bình Tân,24.0,41.2,2.0,2.0,2.65
Bình Tân,56.0,222.0,4.0,5.0,6.699
Bình Tân,74.0,74.0,2.0,2.0,6.246
Bình Tân,123.0,290.0,15.0,15.0,6.39
Bình Tân,56.0,96.0,2.0,2.0,3.949
Bình Tân,40.0,120.0,3.0,3.0,5.195
Bình Tân,80.0,240.0,6.0,6.0,7.35
Bình Tân,54.0,199.0,6.0,4.0,5.959
Bình Tân,64.0,226.0,5.0,6.0,9.3
Bình Tân,80.0,80.0,4.0,5.0,7.1
Bình Tân,53.0,53.0,5.0,5.0,8.7
Bình Tân,43.0,43.0,5.0,6.0,7.3
Bình Tân,40.0,40.0,2.0,2.0,4.75
Bình Tân,76.0,76.0,6.0,6.0,7.75
Bình Tân,140.0,420.0,4.0,4.0,11.5
Bình Tân,90.0,160.0,4.0,3.0,6.85
Bình Tân,89.0,89.0,1.0,1.0,3.5
Bình Tân,40.0,79.0,2.0,2.0,4.749
Bình Tân,34.0,59.0,2.0,1.0,2.95
Bình Tân,30.0,45.0,2.0,2.0,2.899
Bình Tân,72.0,72.0,2.0,1.0,5.3
Bình Tân,50.0,50.0,1.0,1.0,4.1
Bình Tân,64.0,170.0,5.0,3.0,6.5
Bình Tân,80.0,200.0,4.0,5.0,6.5
Bình Tân,37.0,111.0,4.0,3.0,4.949
Bình Tân,63.0,179.0,6.0,5.0,6.789
Bình Tân,40.0,111.0,3.0,3.0,4.899
Bình Tân,40.0,69.0,2.0,2.0,3.789
Bình Tân,32.0,49.0,2.0,2.0,3.553
Bình Tân,24.9,52.6,2.0,2.0,2.7
Bình Tân,900.0,900.0,1.0,1.0,75.0
Bình Tân,160.0,200.0,6.0,6.0,21.0
Bình Tân,100.0,100.0,5.0,3.0,16.0
Bình Tân,52.0,52.0,1.0,1.0,5.7
Bình Tân,58.0,200.0,4.0,4.0,8.1
Bình Thạnh,249.0,1000.0,7.0,7.0,63.0
Bình Thạnh,227.0,1000.0,6.0,6.0,98.0
Bình Thạnh,165.0,800.0,15.0,17.0,45.0
Bình Thạnh,68.0,68.0,4.0,3.0,6.68
Bình Thạnh,53.0,53.0,3.0,2.0,4.7
Bình Thạnh,72.0,170.0,4.0,4.0,8.7
Bình Thạnh,60.0,60.0,1.0,1.0,5.5
Bình Thạnh,48.0,82.0,2.0,2.0,5.95
Bình Thạnh,61.0,61.0,1.0,1.0,7.2
Bình Thạnh,144.0,247.0,5.0,5.0,21.0
Bình Thạnh,227.0,952.0,6.0,67.0,99.0
Bình Thạnh,300.0,300.0,10.0,5.0,52.0
Bình Thạnh,28.0,28.0,3.0,2.0,3.5
Bình Thạnh,45.0,270.0,6.0,6.0,13.0
Bình Thạnh,80.0,600.0,6.0,6.0,25.0
Bình Thạnh,79.0,239.0,4.0,2.0,4.899
Bình Thạnh,55.0,200.0,4.0,4.0,9.8
Bình Thạnh,80.0,359.0,5.0,5.0,15.5
Bình Thạnh,76.0,339.0,14.0,15.0,19.8
Bình Thạnh,143.0,200.0,4.0,1.0,11.6
Bình Thạnh,70.0,200.0,5.0,6.0,11.5
Bình Thạnh,55.0,300.0,9.0,6.0,19.5
Bình Thạnh,150.0,900.0,17.0,18.0,30.5
Bình Thạnh,120.0,120.0,2.0,2.0,24.699
Bình Thạnh,75.0,420.0,16.0,16.0,19.799
Bình Thạnh,120.0,400.0,6.0,6.0,27.2
Bình Thạnh,120.0,700.0,27.0,27.0,35.0
Bình Thạnh,183.0,385.0,5.0,5.0,32.0
Bình Thạnh,147.0,806.0,5.0,5.0,98.0
Bình Thạnh,27.0,54.0,3.0,3.0,4.45
Bình Thạnh,226.0,500.0,5.0,3.0,11.0
Bình Thạnh,116.0,116.0,2.0,1.0,9.7
Bình Thạnh,71.0,200.0,4.0,5.0,6.7
Bình Thạnh,45.0,120.0,4.0,3.0,7.3
Bình Thạnh,52.0,100.0,2.0,2.0,6.8
Bình Thạnh,26.0,75.0,2.0,2.0,4.5
Bình Thạnh,57.0,250.0,7.0,8.0,11.5
Bình Thạnh,47.0,200.0,4.0,4.0,8.8
Bình Thạnh,51.0,150.0,4.0,3.0,5.8
Bình Thạnh,24.0,70.0,3.0,3.0,4.75
Bình Thạnh,36.0,90.0,4.0,3.0,5.85
Bình Thạnh,250.0,1000.0,30.0,30.0,35.0
Bình Thạnh,46.0,79.0,3.0,2.0,6.58
Bình Thạnh,55.0,250.0,5.0,6.0,8.9
Bình Thạnh,48.0,95.0,3.0,2.0,5.9
Bình Thạnh,42.0,160.0,4.0,5.0,6.5
Bình Thạnh,78.0,490.0,15.0,15.0,15.5
Bình Thạnh,30.8,150.0,2.0,3.0,5.5
Bình Thạnh,80.0,240.0,4.0,5.0,12.23
Bình Thạnh,53.0,100.0,3.0,2.0,4.6
Bình Thạnh,43.0,85.0,3.0,2.0,5.8
Bình Thạnh,71.0,280.0,6.0,6.0,14.0
Bình Thạnh,61.0,200.0,4.0,5.0,11.9
Bình Thạnh,32.0,95.0,3.0,2.0,4.95
Bình Thạnh,92.0,180.0,3.0,22.0,12.6
Bình Thạnh,53.0,150.0,4.0,3.0,7.2
Bình Thạnh,63.0,180.0,3.0,3.0,9.0
Bình Thạnh,57.0,250.0,7.0,8.0,11.5
Bình Thạnh,55.0,100.0,3.0,3.0,4.5
Bình Thạnh,47.0,200.0,4.0,4.0,8.8
Bình Thạnh,40.0,100.0,3.0,3.0,2.7
Bình Thạnh,32.0,95.0,3.0,2.0,4.95
Bình Thạnh,22.0,45.0,3.0,2.0,2.78
Bình Thạnh,31.0,90.0,3.0,2.0,4.5
Bình Thạnh,44.0,80.0,3.0,2.0,4.599
Bình Thạnh,58.0,70.0,2.0,2.0,6.8
Bình Thạnh,30.0,90.0,3.0,2.0,4.25
Bình Thạnh,72.0,280.0,4.0,3.0,14.5
Bình Thạnh,92.0,180.0,3.0,2.0,12.6
Bình Thạnh,55.0,100.0,3.0,3.0,4.5
Bình Thạnh,43.0,120.0,3.0,3.0,6.35
Bình Thạnh,40.0,100.0,3.0,3.0,2.7
Bình Thạnh,40.0,200.0,3.0,4.0,7.7
Bình Thạnh,45.0,120.0,4.0,3.0,7.3
Bình Thạnh,80.0,130.0,3.0,3.0,5.8
Bình Thạnh,71.0,200.0,4.0,5.0,6.7
Bình Thạnh,44.0,150.0,5.0,6.0,9.75
Bình Thạnh,85.0,150.0,4.0,3.0,7.5
Bình Thạnh,42.0,150.0,4.0,5.0,6.85
Bình Thạnh,26.0,60.0,2.0,3.0,4.5
Bình Thạnh,43.0,150.0,4.0,3.0,9.0
Bình Thạnh,116.0,116.0,2.0,1.0,9.7
Bình Thạnh,48.0,99.0,2.0,2.0,4.5
Bình Thạnh,226.0,500.0,5.0,2.0,11.0
Bình Thạnh,37.0,66.0,2.0,2.0,4.5
Bình Thạnh,55.0,200.0,5.0,4.0,16.0
Bình Thạnh,18.0,40.0,2.0,2.0,3.25
Bình Thạnh,43.0,80.0,2.0,2.0,3.65
Bình Thạnh,80.0,160.0,8.0,3.0,7.0
Bình Thạnh,53.0,200.0,5.0,4.0,16.0
Bình Thạnh,42.0,190.0,4.0,3.0,6.5
Bình Thạnh,41.0,80.0,3.0,2.0,4.2
Bình Thạnh,52.0,220.0,6.0,7.0,9.0
Bình Thạnh,61.0,200.0,4.0,5.0,11.49
Bình Thạnh,30.0,95.0,3.0,4.0,4.5
Bình Thạnh,53.0,100.0,3.0,2.0,4.6
Bình Thạnh,63.0,150.0,7.0,5.0,7.2
Bình Thạnh,80.0,240.0,4.0,4.0,12.8
Bình Thạnh,52.0,250.0,6.0,7.0,9.0
Bình Thạnh,51.0,150.0,3.0,3.0,5.8
Bình Thạnh,52.0,100.0,2.0,2.0,6.8
Bình Thạnh,277.0,1148.0,9.0,9.0,105.0
Bình Thạnh,220.0,220.0,1.0,1.0,54.0
Bình Thạnh,68.0,250.0,5.0,6.0,16.0
Bình Thạnh,125.0,400.0,6.0,6.0,16.5
Bình Thạnh,100.0,100.0,7.0,7.0,14.8
Bình Thạnh,80.0,500.0,8.0,8.0,24.5
Bình Thạnh,100.0,400.0,6.0,6.0,15.99
Bình Thạnh,108.0,488.0,12.0,12.0,20.52
Bình Thạnh,62.53,250.12,4.0,3.0,14.0
Bình Thạnh,50.0,200.0,4.0,5.0,9.5
Bình Thạnh,70.0,350.0,7.0,8.0,11.8
Bình Thạnh,60.0,60.0,4.0,5.0,7.65
Bình Thạnh,73.0,292.0,5.0,6.0,14.5
Bình Thạnh,60.0,240.0,6.0,7.0,13.5
Bình Thạnh,50.0,200.0,4.0,5.0,9.5
Bình Thạnh,160.5,630.0,42.0,43.0,59.0
Bình Thạnh,57.0,286.0,10.0,12.0,15.3
Bình Thạnh,75.0,450.0,14.0,16.0,19.8
Bình Thạnh,120.0,490.0,4.0,10.0,45.0
Bình Thạnh,91.0,345.0,14.0,14.0,19.6
Bình Thạnh,188.6,1320.0,5.0,6.0,70.0
Bình Thạnh,415.0,415.0,1.0,1.0,120.0
Bình Thạnh,192.8,192.8,2.0,3.0,26.5
Bình Thạnh,624.0,624.0,8.0,8.0,140.0
Bình Thạnh,416.0,416.0,9.0,9.0,130.0
Bình Thạnh,353.0,1038.5,9.0,10.0,200.0
Bình Thạnh,1200.0,1200.0,1.0,1.0,130.0
Bình Thạnh,180.0,180.0,6.0,6.0,58.0
Bình Thạnh,1800.0,1800.0,9.0,9.0,108.0
Bình Thạnh,1042.0,1042.0,1.0,1.0,92.0
Bình Thạnh,74.0,74.0,2.0,3.0,36.0
Bình Thạnh,618.0,618.0,1.0,1.0,80.0
Bình Thạnh,139.2,285.7,4.0,4.0,28.0
Bình Thạnh,460.0,3220.0,7.0,7.0,50.0
Bình Thạnh,210.0,210.0,5.0,5.0,57.0
Gò Vấp,147.0,479.0,17.0,18.0,16.8
Gò Vấp,58.0,172.0,4.0,5.0,8.0
Gò Vấp,49.6,148.7,4.0,4.0,5.99
Gò Vấp,377.0,420.0,3.0,2.0,58.0
Gò Vấp,74.0,162.0,5.0,4.0,10.5
Gò Vấp,76.0,200.0,14.0,14.0,12.9
Gò Vấp,82.0,186.0,7.0,7.0,10.5
Gò Vấp,79.0,255.0,11.0,11.0,14.0
Gò Vấp,66.0,99.0,5.0,5.0,13.5
Gò Vấp,65.0,225.0,4.0,5.0,9.9
Gò Vấp,57.1,206.0,5.0,6.0,7.9
Gò Vấp,63.0,250.0,5.0,4.0,8.9
Gò Vấp,60.0,278.0,12.0,12.0,11.5
Gò Vấp,73.0,231.0,4.0,4.0,12.7
Gò Vấp,108.0,250.0,5.0,5.0,8.3
Gò Vấp,140.0,280.0,8.0,8.0,17.0
Gò Vấp,40.0,154.0,10.0,10.0,7.3
Gò Vấp,65.0,275.0,8.0,9.0,11.7
Gò Vấp,65.0,206.0,5.0,6.0,7.8
Gò Vấp,176.0,600.0,13.0,10.0,37.9
Gò Vấp,77.0,262.5,16.0,17.0,16.5
Gò Vấp,30.0,30.0,2.0,2.0,3.8
Gò Vấp,81.0,300.0,4.0,4.0,9.2
Gò Vấp,32.0,59.0,2.0,1.0,3.3
Gò Vấp,36.0,108.0,2.0,3.0,3.7
Gò Vấp,43.0,87.0,3.0,2.0,5.1
Gò Vấp,50.0,140.0,4.0,3.0,4.399
Gò Vấp,105.0,480.0,15.0,15.0,19.8
Gò Vấp,79.0,79.0,4.0,2.0,6.6
Gò Vấp,76.0,268.0,4.0,7.0,16.8
Gò Vấp,91.0,328.0,11.0,12.0,15.3
Gò Vấp,72.0,199.0,4.0,4.0,7.399
Gò Vấp,96.0,338.0,13.0,14.0,16.2
Gò Vấp,80.0,368.0,10.0,10.0,11.0
Gò Vấp,42.0,150.0,4.0,3.0,6.2
Gò Vấp,88.0,401.0,18.0,19.0,26.0
Gò Vấp,65.0,278.0,3.0,6.0,13.6
Gò Vấp,80.0,289.0,4.0,7.0,15.7
Gò Vấp,120.0,550.0,30.0,31.0,38.5
Gò Vấp,78.0,248.0,4.0,6.0,12.89
Gò Vấp,60.0,238.0,4.0,6.0,8.9
Gò Vấp,70.0,280.0,3.0,3.0,8.3
Gò Vấp,72.0,340.0,8.0,5.0,9.7
Gò Vấp,105.0,280.0,5.0,6.0,13.5
Gò Vấp,90.0,255.0,6.0,4.0,9.5
Gò Vấp,130.0,130.0,1.0,1.0,15.5
Gò Vấp,156.0,875.0,18.0,18.0,33.0
Gò Vấp,135.0,650.0,17.0,17.0,27.0
Gò Vấp,109.0,220.0,1.0,1.0,9.7
Gò Vấp,78.0,185.0,3.0,5.0,12.0
Gò Vấp,135.0,135.0,1.0,1.0,21.499
Gò Vấp,110.0,500.0,13.0,13.0,17.32
Gò Vấp,150.0,300.0,4.0,3.0,22.5
Gò Vấp,62.0,180.0,3.0,3.0,10.6
Gò Vấp,233.0,208.0,4.0,4.0,22.5
Gò Vấp,115.0,115.0,5.0,5.0,8.7
Gò Vấp,100.0,357.0,5.0,6.0,19.0
Gò Vấp,64.0,180.0,2.0,2.0,9.5
Gò Vấp,88.0,325.0,5.0,8.0,16.5
Gò Vấp,110.0,550.0,10.0,10.0,20.5
Gò Vấp,84.0,220.0,3.0,4.0,13.8
Gò Vấp,500.0,2800.0,55.0,55.0,59.0
Gò Vấp,148.0,700.0,19.0,19.0,21.5
Gò Vấp,204.0,400.0,12.0,13.0,21.999
Gò Vấp,168.0,168.0,10.0,8.0,21.0
Gò Vấp,110.0,500.0,13.0,13.0,17.319
Gò Vấp,81.0,235.0,10.0,12.0,12.499
Gò Vấp,170.0,276.0,4.0,2.0,16.7
Gò Vấp,120.0,480.0,5.0,5.0,13.5
Gò Vấp,126.0,300.0,5.0,5.0,17.8
Gò Vấp,131.0,150.0,2.0,1.0,25.0
Gò Vấp,384.0,765.0,17.0,18.0,28.6
Gò Vấp,72.0,325.0,6.0,7.0,14.9
Gò Vấp,138.0,450.0,16.0,16.0,16.499
Gò Vấp,111.0,145.0,4.0,1.0,8.989
Gò Vấp,230.0,700.0,7.0,8.0,32.0
Gò Vấp,105.0,550.0,6.0,6.0,17.0
Gò Vấp,151.0,220.0,5.0,5.0,21.0
Gò Vấp,56.0,190.0,4.0,3.0,14.999
Gò Vấp,144.0,530.0,4.0,6.0,25.0
Gò Vấp,240.0,650.0,33.0,33.0,36.499
Gò Vấp,266.0,600.0,4.0,4.0,22.499
Gò Vấp,93.0,300.0,11.0,11.0,15.5
Gò Vấp,295.0,500.0,8.0,7.0,59.5
Gò Vấp,127.0,530.0,5.0,5.0,27.0
Gò Vấp,64.0,64.0,4.0,6.0,9.5
Gò Vấp,220.0,440.0,4.0,4.0,22.3
Gò Vấp,79.0,225.0,4.0,4.0,8.999
Gò Vấp,85.0,85.0,5.0,5.0,8.5
Gò Vấp,86.0,230.0,7.0,6.0,14.0
Gò Vấp,88.0,350.0,6.0,4.0,9.99
Gò Vấp,75.0,220.0,5.0,4.0,8.6
Gò Vấp,85.0,500.0,16.0,16.0,22.0
Gò Vấp,110.0,435.0,14.0,14.0,16.0
Gò Vấp,120.0,165.0,4.0,2.0,13.2
Gò Vấp,150.0,249.0,4.0,2.0,13.499
Gò Vấp,120.0,360.0,4.0,5.0,17.499
Gò Vấp,230.0,1358.0,24.0,24.0,48.0
Gò Vấp,130.0,490.0,27.0,27.0,25.0
Gò Vấp,710.0,710.0,21.0,21.0,67.999
Gò Vấp,240.0,456.0,5.0,6.0,55.0
Gò Vấp,175.0,450.0,11.0,11.0,20.5
Gò Vấp,132.0,265.0,17.0,17.0,15.9
Gò Vấp,80.0,400.0,7.0,7.0,15.7
Gò Vấp,80.0,80.0,4.0,5.0,9.5
Gò Vấp,95.0,300.0,12.0,12.0,12.6
Gò Vấp,153.0,400.0,15.0,15.0,15.8
Gò Vấp,68.0,270.0,8.0,7.0,9.99
Gò Vấp,39.0,109.0,5.0,4.0,5.65
Gò Vấp,140.0,140.0,8.0,9.0,17.5
Gò Vấp,52.0,52.0,4.0,5.0,7.95
Gò Vấp,45.0,150.0,4.0,4.0,5.65
Gò Vấp,41.0,80.0,3.0,3.0,4.0
Gò Vấp,41.0,80.0,3.0,3.0,4.0
Gò Vấp,40.0,150.0,3.0,3.0,6.2
Gò Vấp,30.0,60.0,2.0,2.0,3.5
Gò Vấp,40.0,80.0,2.0,2.0,4.68
Gò Vấp,55.0,200.0,4.0,5.0,9.4
Gò Vấp,118.0,354.0,3.0,3.0,37.0
Gò Vấp,94.5,149.0,2.0,2.0,30.0
Gò Vấp,239.0,996.0,5.0,6.0,30.0
Gò Vấp,145.0,573.0,30.0,31.0,22.0
Gò Vấp,300.0,2100.0,6.0,7.0,40.0
Gò Vấp,176.0,180.0,6.0,6.0,40.0
Gò Vấp,86.6,500.0,5.0,7.0,14.99
Gò Vấp,75.0,75.0,10.0,10.0,14.89
Gò Vấp,600.0,1200.0,12.0,12.0,100.0
Phú Nhuận,209.0,400.0,8.0,8.0,33.5
Phú Nhuận,90.3,180.6,4.0,3.0,13.9
Phú Nhuận,152.0,900.0,7.0,7.0,65.0
Phú Nhuận,144.0,500.0,5.0,4.0,49.999
Phú Nhuận,160.0,250.0,3.0,3.0,26.499
Phú Nhuận,33.0,103.0,4.0,4.0,14.5
Phú Nhuận,100.0,450.0,5.0,6.0,25.999
Phú Nhuận,132.0,349.0,6.0,4.0,25.0
Phú Nhuận,83.0,160.0,4.0,2.0,16.0
